incident_id,company_revenue_usd,country_hq,industry_primary,industry_secondary,employee_count,is_public_company,attack_vector_primary,attack_vector_secondary,attribution_confidence,data_compromised_records,data_type,systems_affected,downtime_hours,data_source_type,confidence_tier,incident_year,incident_month,incident_dow,days_to_discovery,days_to_disclosure,direct_loss_usd,direct_loss_method,ransom_demanded_usd,ransom_paid_usd,ransom_source,recovery_cost_usd,legal_fees_usd,regulatory_fine_usd,insurance_payout_usd,price_7d_before,price_disclosure_day,volume_avg_30d_baseline,sector_index,sector_return_same_period,earnings_announcement_within_7d,market_cap_at_disclosure,pre_incident_volatility_30d,severity_label
2024-1227-001,1167460171.32,JP,51,31-33,4057,False,apt,,,,,"customer_database,website,manufacturing_OT,SSO,ERP",10.64,cybersecurity_firm,3,2024,12,4,90,68,235929024.54,disclosed,,,,180134022.53,22748581.36,,283065585.21,,,,,,,,,critical
2024-0714-001,396985015.86,US,61,44-45,4821,False,ransomware,supply_chain,,2245.0,credentials,"HR_systems,VPN",38.45,sec_filing,1,2024,7,6,64,47,3514842.78,disclosed,16585703.16,,,1512342.81,544429.63,,2833774.77,,,,,,,,,low
2024-1227-002,12193458596.34,US,62,,56828,True,ransomware,,unknown,4672448.0,mixed,"cloud_infrastructure,VPN,active_directory",76.27,sec_filing,1,2024,12,4,95,66,7760597.63,estimated,6644885.64,,,6035873.22,2545660.88,,,69.23,71.11,335539.0,S&P 500 Health Care,-15.591,False,78023804149.07,28.462,medium
2024-0303-002,1888435404.76,US,62,,13477,False,ransomware,,,,,"cloud_infrastructure,website,HR_systems,email",,gdpr_notification,1,2024,3,6,11,50,2770568.36,disclosed,13372348.11,,,2482941.79,690051.36,,3584660.65,,,,,,,,,low
2025-0805-001,134419409.61,US,51,,245,False,ransomware,,,322405.0,mixed,"file_servers,SSO,SCADA,cloud_infrastructure,backup_systems",11.92,sec_filing,1,2025,8,1,17,38,461994.24,calculated,1431100.82,982199.89,FBI disclosure,467038.31,108866.91,,294878.04,,,,,,,,,low
2025-0917-003,42561632.78,BR,54,,144,False,ransomware,,,26715.0,PII,"VPN,manufacturing_OT,active_directory",96.29,gdpr_notification,1,2025,9,2,182,4,455334.49,calculated,3192453.84,1943987.82,congressional testimony,221105.48,149146.47,,360527.65,,,,,,,,,low
2023-0816-001,87686248.37,AT,23,,387,False,malware,trojan,,,,"manufacturing_OT,website",,cybersecurity_firm,3,2023,8,2,35,15,949604.56,calculated,,,,880540.41,314744.08,,840018.43,,,,,,,,,low
2024-0505-003,103702268.74,IN,61,,954,False,phishing,,suspected,543577.0,credentials,"HR_systems,SSO",,gdpr_notification,1,2024,5,6,19,23,6556312.06,calculated,,,,2284162.47,1124240.99,,5805089.19,,,,,,,,,medium
2022-0206-001,6696493391.97,US,22,,13347,True,phishing,data_breach,probable,77728.0,PII,"payment_systems,ERP,active_directory,manufacturing_OT",,gdpr_notification,1,2022,2,6,65,15,110612830.1,calculated,,,,116476175.86,21657474.89,,,93.9,94.63,9261015.0,S&P 500 Utilities,16.803,False,29396428406.69,3.149,critical
2025-1222-002,6849378832.11,US,62,44-45,54757,False,data_breach,,probable,33835.0,PII,"ERP,email,backup_systems,cloud_infrastructure",,gdpr_notification,1,2025,12,0,9,8,10117473.38,estimated,,,,11632497.43,1454693.61,,11644513.87,,,,,,,,,high
2024-1026-002,87951155953.4,US,44-45,,641527,True,apt,,suspected,5054.0,health,"email,cloud_infrastructure,customer_database,VPN",3.81,sec_filing,1,2024,10,5,17,35,13595596.5,disclosed,,,,12576656.52,2801345.7,,,,,,,,,,,high
2023-1209-002,7745461210.59,CA,52,,20251,True,apt,,unknown,3024.0,PII,"VPN,backup_systems",13.2,gdpr_notification,1,2023,12,5,19,23,6600000.0,estimated,,,,7704740.5,1575770.37,,,43.44,42.55,5712640.0,S&P 500 Financials,565.0,False,59251004587.56,17.831,medium
2025-0722-001,5217618618.47,FR,52,44-45,16044,True,data_breach,ddos,unknown,15952.0,health,cloud_infrastructure,,company_pr,1,2025,7,1,93,60,12252657.44,calculated,,,,11078333.88,2035617.19,349322.91,,75.22,71.97,3439125.0,S&P 500 Financials,8.228,False,23109279998.14,11.592,high
2022-0723-001,82586082.29,KR,48-49,,402,False,data_breach,trojan,,3505.0,financial,customer_database,,verified_media,4,2022,7,5,32,96,664012.36,estimated,,,,728322.33,98195.09,,907938.53,,,,,,,,,low
2021-0325-001,555407386.86,NO,51,,1178,False,ransomware,,,23623.0,mixed,"SCADA,backup_systems,email,website",208.39,sec_filing,1,2021,3,3,32,2,1963677.98,calculated,1150979.92,,,1036886.82,574857.72,,,,,,,,,,,low
2022-0624-001,4072304774.14,US,51,,10158,True,ddos,,,,,"SSO,ERP",283.83,verified_media,4,2022,6,4,1,18,3099581.93,disclosed,,,,1072773.02,1041487.26,,3079067.97,43.19,40.63,1873544.0,S&P 500 Information Technology,-18.764,False,25402793682.73,1.546,low
2022-0309-001,4074729224.16,NZ,56,,67318,False,data_breach,,probable,301999.0,credentials,"customer_database,active_directory,website,cloud_infrastructure",,company_pr,2,2022,3,2,94,23,6238096.34,estimated,,,,2839282.9,1548337.07,2043961.01,,,,,,,,,,medium
2022-0315-001,36253095.63,JP,62,,434,False,ransomware,ddos,,612529.0,mixed,"HR_systems,email",37.72,gdpr_notification,1,2022,3,1,11,64,1299324.85,calculated,673848.14,,,788142.44,106531.83,,,,,,,,,,,low
2025-0903-001,606909082.62,CA,52,62,2842,False,apt,,suspected,,,backup_systems,1782.65,verified_media,4,2025,9,2,33,40,24373957.54,calculated,,,,24983530.53,5367515.55,,30575793.89,,,,,,,,,critical
2021-0927-001,148897991262.01,DE,51,,314341,True,apt,malware,,29014.0,credentials,"file_servers,payment_systems,ERP",64.16,cybersecurity_firm,3,2021,9,0,16,32,4400000.0,disclosed,,,,3436833.0,1232442.83,,5617741.72,714.28,660.11,193418.0,S&P 500 Information Technology,-3.221,False,315924251376.89,11.329,medium
2025-1209-001,4681402229.24,US,52,,16493,False,phishing,malware,,73583.0,health,"SCADA,HR_systems,website",,verified_media,4,2025,12,1,5,4,40800000.0,disclosed,,,,34328621.04,13956809.56,,50355091.9,,,,,,,,,critical
2022-0404-001,70978518.59,US,44-45,,982,False,backdoor,,suspected,,,"payment_systems,HR_systems",,cybersecurity_firm,3,2022,4,0,10,54,1100000.0,estimated,,,,372580.49,106708.26,,873410.43,,,,,,,,,low
2023-0902-002,160725014.8,CZ,42,,543,False,malware,,probable,244544.0,PII,"website,email,SCADA,ERP,payment_systems",,cybersecurity_firm,3,2023,9,5,16,66,1000000.0,calculated,,,,1017466.68,115228.29,,1105761.54,,,,,,,,,low
2022-1128-001,1799515221.63,US,31-33,,6072,True,apt,,,,,"email,VPN,customer_database,SSO,active_directory",20.26,sec_filing,1,2022,11,0,64,20,59466549.84,calculated,,,,52356080.21,8345048.37,,68617828.57,16.1,15.77,666926.0,S&P 500 Industrials,-19.039,False,9225364932.44,16.673,critical
2021-0424-001,97188016.06,AU,21,,445,False,ransomware,,probable,147535.0,health,"manufacturing_OT,file_servers,website,CRM,cloud_infrastructure",24.19,gdpr_notification,1,2021,4,5,10,12,19454843.38,estimated,7027678.5,5063511.59,FBI disclosure,22319418.74,5470865.96,179539.9,,,,,,,,,,high
2022-1219-001,22271909259.46,US,62,,175683,True,supply_chain,,,,,"file_servers,cloud_infrastructure,ERP",,company_pr,2,2022,12,0,9,61,87704287.37,disclosed,,,,30631727.42,20359148.87,,45665338.29,196.11,189.04,421565.0,S&P 500 Health Care,6.897,True,173381357990.48,24.194,critical
2023-0804-001,145032446049.87,US,51,,442549,True,ransomware,,suspected,39520.0,health,cloud_infrastructure,,sec_filing,1,2023,8,4,90,100,16793490.43,estimated,89243.1,,,19538967.46,1957844.43,,,294.24,306.96,144991.0,S&P 500 Information Technology,-6.828,True,1059592586670.61,1.252,high
2025-0725-002,503866073.27,US,54,,3865,True,phishing,,confirmed,457614.0,mixed,"website,VPN",,company_pr,2,2025,7,4,9,8,800000.0,estimated,,,,350663.23,244507.34,1193275.61,779945.35,5.57,5.27,961225.0,S&P 500,7.3e-05,True,1679708064.01,25.785,low
2022-0610-001,235673872.9,GB,52,,506,False,apt,,unknown,4164398.0,IP,"active_directory,VPN,backup_systems",121.48,company_pr,2,2022,6,4,3,33,1269466.53,estimated,,,,1355541.38,435018.45,252272.2,1585979.28,,,,,,,,,low
2025-0917-004,232680166.83,US,62,,2328,False,backdoor,trojan,probable,,,"cloud_infrastructure,HR_systems,SCADA",,sec_filing,1,2025,9,2,90,20,1531152.66,calculated,,,,816976.28,331642.18,,928388.3,,,,,,,,,low
2022-0122-001,279025890.43,NZ,92,,2411,False,apt,malware,suspected,,,"VPN,website,HR_systems,SCADA,active_directory",17.12,verified_media,4,2022,1,5,7,46,24751398.04,calculated,,,,23604244.81,4276103.16,,,,,,,,,,,critical
2022-0611-002,4131941919.33,PH,31-33,92,26033,True,ransomware,,suspected,549736525.0,financial,"cloud_infrastructure,manufacturing_OT,website,ERP,email",4.33,verified_media,4,2022,6,5,33,70,10800000.0,disclosed,297571.51,,,12193161.5,2241851.52,3309442.08,6671624.65,22.52,22.87,580830.0,S&P 500 Industrials,302.0,False,18037083997.45,38.517,high
2021-0224-002,124051345.28,NO,42,,344,True,ransomware,malware,unknown,142080.0,mixed,"website,backup_systems,SSO",61.32,cybersecurity_firm,3,2021,2,2,33,45,180000.0,calculated,6278253.39,,,148877.99,18726.07,,,12.96,13.57,1151372.0,S&P 500,-6.348,False,877768344.55,39.092,low
2025-1011-001,163566312.18,JP,54,51,554,False,apt,,unknown,7431.0,PII,cloud_infrastructure,,verified_media,3,2025,10,5,14,8,4207237.76,estimated,,,,3889866.84,775638.47,,5666046.36,,,,,,,,,medium
2021-0516-001,16660212359.12,IT,23,,118197,False,ddos,,unknown,,,"CRM,active_directory,ERP",28.71,cybersecurity_firm,3,2021,5,6,34,13,13135531.17,estimated,,,,9407631.91,1736182.47,,13129691.88,,,,,,,,,high
2025-0313-001,106284239.18,US,52,,230,False,data_breach,,suspected,1000.0,PII,"file_servers,SSO,customer_database,VPN,backup_systems",,sec_filing,1,2025,3,3,64,13,3900000.0,calculated,,,,1577675.23,556658.99,,2190721.84,,,,,,,,,low
2023-0620-001,154561048.1,DE,51,21,322,True,data_breach,ddos,suspected,,,"ERP,CRM,customer_database,email,payment_systems",,verified_media,3,2023,6,1,9,40,7024867.01,estimated,,,,5767290.23,1960586.03,,,9.51,9.39,21197175.0,S&P 500 Information Technology,-353.0,False,262613109.0,10.432,medium
2021-0830-001,2995861446.37,US,52,,6070,False,ransomware,,,33370.0,PII,ERP,264.95,sec_filing,1,2021,8,0,34,31,9232431.65,estimated,5966720.76,3944560.05,FBI disclosure,10721581.81,2912837.3,175742.09,6356216.51,,,,,,,,,high
2021-0803-002,648788703.28,US,61,,8106,False,malware,phishing,,563049.0,credentials,"website,cloud_infrastructure,file_servers",,cybersecurity_firm,3,2021,8,1,3,6,2287859.36,calculated,,,,1488438.52,413572.29,,692643.43,,,,,,,,,low
2021-1202-002,3796151629.14,JP,51,,11969,False,apt,,probable,6030618.0,credentials,"SCADA,backup_systems,CRM,active_directory",95.56,gdpr_notification,1,2021,12,3,4,16,25027331.7,calculated,,,,24180231.66,8419046.63,,37314915.18,,,,,,,,,critical
2023-1006-001,16401216598.22,DE,51,,40503,True,ransomware,,confirmed,,,"backup_systems,VPN,manufacturing_OT,email,SCADA",184.95,verified_media,4,2023,10,4,31,17,10800000.0,estimated,1920243.3,,,4279794.7,1150308.79,,,109.37,100.42,548040.0,S&P 500 Information Technology,2.461,False,42499878516.42,13.489,medium
2021-1019-001,55800268.52,FR,61,,729,False,phishing,,,,,"VPN,payment_systems,file_servers",,company_pr,2,2021,10,1,0,21,4000000.0,estimated,,,,4534506.86,541771.09,,,,,,,,,,,medium
2025-0513-002,955526002.99,US,62,,8722,False,ransomware,,,27996.0,mixed,"active_directory,file_servers,manufacturing_OT,SSO,cloud_infrastructure",9.6,gdpr_notification,1,2025,5,1,11,38,113880800.88,estimated,169230.21,135178.35,congressional testimony,122295751.46,16500289.86,1383720.47,86908730.66,,,,,,,,,critical
2022-0501-001,14394531572.24,IL,52,,41522,True,malware,,,42432.0,PII,"backup_systems,SSO",41.48,company_pr,2,2022,5,6,93,39,3320945.17,disclosed,,,,2452747.07,456981.18,,1038590.41,,,,,,,,,medium
2021-0318-001,28044413739.67,GB,44-45,52,186063,True,ransomware,,,1000.0,mixed,"SCADA,website,HR_systems,backup_systems,ERP",,sec_filing,1,2021,3,3,3,7,61086782.13,estimated,1095151.86,713747.2,blockchain analysis,55227154.88,20222350.04,,84623673.51,287.04,260.26,2739707.0,S&P 500 Consumer Discretionary,-11.103,False,211436688351.51,10.521,critical
2023-0622-001,90084336.15,JP,62,,390,False,ransomware,,confirmed,25789.0,PII,"payment_systems,backup_systems",43.8,verified_media,4,2023,6,3,33,12,429752.24,calculated,2184488.69,,,237118.14,80023.73,208946.13,314245.88,,,,,,,,,low
2021-0410-001,849956651.61,US,22,,2065,True,apt,,,289471.0,credentials,"file_servers,customer_database,CRM,payment_systems,cloud_infrastructure",184.36,sec_filing,1,2021,4,5,6,30,29445153.67,estimated,,,,23046971.31,1596757.73,2638800.42,21055484.22,6.41,6.42,1140471.0,S&P 500 Utilities,-10.206,False,2386866119.03,30.699,critical
2025-1023-003,71781631975.19,SG,44-45,92,1411332,False,phishing,trojan,,,,"file_servers,HR_systems",,cybersecurity_firm,3,2025,10,3,65,10,1164910.13,disclosed,,,,350704.59,238027.17,,1027829.33,,,,,,,,,low
2024-0129-002,71699114.39,NL,31-33,21,294,False,ransomware,,,54353.0,health,"ERP,HR_systems,email,file_servers",,sec_filing,1,2024,1,0,16,6,919715.84,disclosed,1528615.37,,,466000.86,234346.65,331010.85,,,,,,,,,,low
2025-0620-001,3670449874.62,TW,54,92,12579,False,ddos,,probable,,,"VPN,CRM,payment_systems,HR_systems,SSO",25.63,sec_filing,1,2025,6,4,34,23,52517059.84,calculated,,,,48213514.34,9672938.79,,,,,,,,,,,critical
2023-0215-001,46825219.55,AU,23,,332,True,ransomware,,,346580.0,IP,"SSO,VPN",41.06,sec_filing,1,2023,2,2,63,24,12642809.28,estimated,45873491.14,,,12063849.25,2894397.83,,9066475.77,11.66,11.01,13247768.0,S&P 500,8.722,False,278145470.05,28.266,high
2023-0913-002,201949072.96,IN,51,,714,False,data_breach,,unknown,4203.0,mixed,"cloud_infrastructure,SCADA,manufacturing_OT,VPN,backup_systems",,verified_media,3,2023,9,2,7,50,39380069.23,disclosed,,,,17243433.1,5262752.56,,18398968.2,,,,,,,,,critical
2021-0205-001,10701624581.02,US,48-49,,61054,True,ransomware,phishing,suspected,2956.0,health,"ERP,active_directory",118.21,sec_filing,1,2021,2,4,183,36,71193597.51,disclosed,2273003.75,,,33276403.61,22869067.65,,,143.27,139.92,2511252.0,S&P 500 Industrials,-18.564,False,42570712101.88,2.752,critical
2023-1107-001,2121719282.87,CA,72,,55415,False,ddos,,,,,file_servers,10.96,verified_media,4,2023,11,1,16,15,4200000.0,calculated,,,,3915160.59,1190022.93,,3548850.09,,,,,,,,,medium
2022-1123-001,25626144.9,US,54,,127,False,ransomware,,,2135.0,mixed,"HR_systems,CRM,VPN,email",32.2,company_pr,1,2022,11,2,35,52,303745.15,calculated,901934.23,,,233606.39,81383.53,,271886.81,,,,,,,,,low
2025-0824-001,75298263.09,DE,53,62,179,False,malware,supply_chain,,14785.0,PII,CRM,62.58,cybersecurity_firm,3,2025,8,6,10,50,5000000.0,disclosed,,,,2735641.09,982284.55,899566.71,1869007.85,,,,,,,,,medium
2021-0302-001,912563540.25,CH,92,,13411,False,ransomware,data_breach,,4503.0,mixed,email,124.81,gdpr_notification,1,2021,3,1,11,20,246392155.87,estimated,3974269.32,,,222001127.96,34185565.36,,161644360.93,,,,,,,,,critical
2025-0503-001,55653360171.93,CH,51,62,96689,True,ransomware,data_breach,,293884.0,financial,"customer_database,VPN,email",,verified_media,4,2025,5,5,33,13,10644484.25,disclosed,300717.73,,,4548887.28,3569323.64,4677865.24,9601766.46,598.16,581.3,63502.0,S&P 500 Information Technology,-7.474,False,198148179610.83,27.045,high
2021-0529-001,1179299244.61,US,21,,1530,False,supply_chain,,suspected,,,"payment_systems,VPN,file_servers,customer_database",115.43,cybersecurity_firm,3,2021,5,5,32,32,13685897.07,calculated,,,,13875654.04,2651506.83,,,,,,,,,,,high
2025-0626-002,108613602.56,DE,62,,525,True,data_breach,apt,suspected,1422.0,credentials,"CRM,ERP,SSO,HR_systems,backup_systems",,cybersecurity_firm,3,2025,6,3,6,19,1300000.0,estimated,,,,405987.2,296585.11,,,6.54,6.0,107427.0,S&P 500 Health Care,-19.555,False,315055665.8,10.919,low
2022-1223-001,75160892.11,GB,52,,173,False,ddos,apt,,,,"customer_database,backup_systems,manufacturing_OT,file_servers",,verified_media,4,2022,12,4,18,39,6764480.29,disclosed,,,,6601401.59,1207525.12,,,,,,,,,,,medium
2024-0315-001,4072304774.14,US,51,,10158,True,data_breach,,probable,342835.0,health,"ERP,active_directory,website",,sec_filing,1,2024,3,4,184,5,10400000.0,estimated,,,,11707172.13,3202412.69,,10331334.89,45.48,43.97,3825788.0,S&P 500 Information Technology,-7.226,False,22834397270.22,19.443,high
2023-0105-001,156256264.57,US,51,,268,True,phishing,,confirmed,1000.0,health,"CRM,ERP",,cybersecurity_firm,3,2023,1,3,7,61,17924076.86,disclosed,,,,16394639.73,5772720.77,,9801873.25,,,,,,,,,high
2024-0324-001,70657201.25,IT,52,,210,False,data_breach,,probable,187522.0,credentials,"cloud_infrastructure,active_directory,ERP",,gdpr_notification,1,2024,3,6,19,37,13778154.24,calculated,,,,15193774.65,1523835.76,116850.54,10051404.71,,,,,,,,,high
2024-0307-001,9568126199.39,US,22,,43459,True,ddos,,,,,"payment_systems,ERP,CRM,email,cloud_infrastructure",17.8,sec_filing,1,2024,3,3,95,98,12000000.0,estimated,,,,8551704.87,803421.96,,,122.41,116.76,2904542.0,S&P 500 Utilities,9.278,False,76094162499.88,34.868,high
2023-1209-003,1589014590.37,US,22,,3331,True,data_breach,apt,,11460.0,mixed,"cloud_infrastructure,manufacturing_OT",,verified_media,4,2023,12,5,14,45,267379208.54,disclosed,,,,312168492.99,84768790.22,751022.34,,19.04,17.97,202044.0,S&P 500 Utilities,-4.167,False,8435863655.68,24.952,critical
2022-0620-002,4203126400.85,US,31-33,,13247,True,apt,,confirmed,3623.0,financial,"cloud_infrastructure,website,SSO",117.17,verified_media,3,2022,6,0,61,9,78133521.88,calculated,,,,27789272.74,22624814.41,,,40.6,42.52,537620.0,S&P 500 Industrials,18.539,False,11984520232.31,1.106,critical
2024-0128-001,197165037.06,PT,62,,977,False,supply_chain,,confirmed,,,"HR_systems,ERP",82.01,gdpr_notification,1,2024,1,6,5,32,5154731.07,estimated,,,,5262218.11,1250101.06,,,,,,,,,,,medium
2024-1130-001,1108412106.38,US,44-45,,10564,True,trojan,,suspected,2780721.0,PII,"active_directory,payment_systems",,sec_filing,1,2024,11,5,32,19,9694710.92,calculated,,,,4770245.89,2819577.38,1450609.56,,14.44,14.08,5529773.0,S&P 500 Consumer Discretionary,62.0,False,7634130942.76,2.731,high
2024-0215-001,9846137066.04,IL,92,,71408,False,ransomware,apt,probable,72296.0,PII,"website,SCADA,SSO,payment_systems",182.6,gdpr_notification,1,2024,2,3,90,12,16667226.09,disclosed,4455569.6,,,16045058.51,5558059.64,,12936201.47,,,,,,,,,high
2025-0415-002,1287604953.41,US,22,,2391,False,trojan,,probable,2555574.0,mixed,SCADA,,sec_filing,1,2025,4,1,31,10,7200000.0,estimated,,,,6465788.67,1470451.76,,,,,,,,,,,medium
2024-0814-001,1578673858.68,KR,62,,16533,True,ransomware,,probable,64082.0,financial,"manufacturing_OT,file_servers,SCADA,website",23.26,sec_filing,1,2024,8,2,16,52,4926219.66,calculated,657172.09,272387.85,FBI disclosure,2305462.04,397235.01,,2041248.3,15.51,14.82,2192619.0,S&P 500 Health Care,-3.099,False,3087640102.01,26.891,medium
2023-1105-002,25314253084.95,US,62,,207685,True,backdoor,,suspected,,,VPN,,sec_filing,1,2023,11,6,8,22,2200000.0,calculated,,,,1766694.42,363946.16,,,146.22,145.14,484107.0,S&P 500 Health Care,9.872,False,98134805020.01,24.712,low
2025-0516-001,33093201.88,JP,48-49,,160,False,phishing,,suspected,279631.0,health,ERP,,cybersecurity_firm,3,2025,5,4,0,63,3971184.23,disclosed,,,,1585100.89,859007.62,1631095.84,,,,,,,,,,medium
2022-1214-001,24241807.28,FR,54,,94,False,ransomware,,,569535.0,IP,active_directory,3.52,verified_media,4,2022,12,2,34,63,6545287.97,estimated,334650.36,,,5020105.54,1122415.19,,6274353.73,,,,,,,,,medium
2023-0122-001,5382900489.03,HK,62,,25560,True,phishing,ransomware,,8295.0,PII,SSO,,company_pr,2,2023,1,6,95,12,5249004.35,estimated,,,,4208398.0,1339950.62,,,,,,,,,,,medium
2023-1108-001,15750972821.63,US,92,,136214,False,malware,,probable,164295.0,PII,"backup_systems,manufacturing_OT,SCADA,HR_systems",,cybersecurity_firm,3,2023,11,2,63,9,10000000.0,disclosed,,,,11440304.06,1466868.18,,,,,,,,,,,high
2021-0614-001,3705582672.27,GB,92,,31205,False,phishing,,suspected,468456.0,mixed,"website,VPN,ERP",,sec_filing,1,2021,6,0,34,49,25600000.0,calculated,,,,19476334.86,3317036.94,,,,,,,,,,,high
2025-0319-001,326937106.57,JP,52,,1233,True,ransomware,backdoor,unknown,,,"ERP,manufacturing_OT,backup_systems,HR_systems,email",,verified_media,4,2025,3,2,32,3,66600000.0,estimated,101876.21,,,72184334.88,20649498.75,,,,,,,,,,,critical
2024-0405-001,10652138798.8,US,31-33,,33917,True,ransomware,,unknown,1023706.0,mixed,"active_directory,backup_systems,SSO,CRM",10.13,sec_filing,1,2024,4,4,32,4,10393331.38,estimated,4847681.65,3038689.49,FBI disclosure,7615071.44,1441142.21,,10603427.71,79.72,76.15,263089.0,S&P 500 Industrials,-8.661,False,31646044977.02,19.046,high
2023-1010-001,1654757013.79,US,11,,10866,False,phishing,apt,unknown,304270.0,IP,"website,cloud_infrastructure,active_directory",,verified_media,4,2023,10,1,35,11,834359.48,disclosed,,,,281063.6,261946.22,486207.3,,,,,,,,,,low
2025-1012-001,24708977.55,US,54,23,185,False,ransomware,,unknown,344359.0,financial,"CRM,customer_database,SSO,manufacturing_OT",,sec_filing,1,2025,10,6,17,21,5400000.0,calculated,5054825.79,3608077.25,insurance claim record,2621113.7,1647789.79,,,,,,,,,,,medium
2024-0119-002,46833914978.53,HK,51,,104246,True,ransomware,,probable,26201.0,health,"backup_systems,manufacturing_OT,ERP,VPN,SSO",38.04,gdpr_notification,1,2024,1,4,93,36,73800000.0,calculated,75000000.0,,,69281603.87,16369935.48,169758.38,,,,,,,,,,critical
2023-1023-001,80728902.39,US,22,,143,False,phishing,,suspected,470293307.0,mixed,"payment_systems,SCADA,ERP,SSO",,gdpr_notification,1,2023,10,0,17,20,1127526.79,estimated,,,,1319562.23,160498.15,728063.59,1685574.16,,,,,,,,,low
2023-0716-002,1831652985.22,US,62,,11163,True,ransomware,,,23272486.0,health,active_directory,234.73,sec_filing,1,2023,7,6,62,54,1945049.73,estimated,1584231.15,690719.76,court filing,764798.38,589885.05,,1620208.76,21.23,21.25,357025.0,S&P 500 Health Care,21.835,False,9299175114.97,3.263,low
2022-0627-001,80991742.76,FR,31-33,51,546,False,trojan,phishing,unknown,26815.0,financial,"HR_systems,active_directory,VPN,file_servers",,cybersecurity_firm,3,2022,6,0,17,69,10933885.27,calculated,,,,11242588.94,1329385.75,,,,,,,,,,,high
2024-0610-001,6291242975.46,DK,54,23,49073,True,ddos,supply_chain,,,,"email,file_servers,website,manufacturing_OT,VPN",137.46,cybersecurity_firm,3,2024,6,0,95,35,2400000.0,estimated,,,,1554459.48,247208.1,,691834.16,85.74,84.27,2785425.0,S&P 500,-6.676,False,20251297643.32,2.007,low
2022-0205-001,1674195212.33,JP,56,,55562,False,phishing,trojan,,23968.0,IP,"HR_systems,cloud_infrastructure,website,manufacturing_OT,VPN",,verified_media,3,2022,2,5,1,11,200903425.48,estimated,,,,230657140.75,66786707.47,,253852980.12,,,,,,,,,critical
2025-0508-001,3864631401.33,US,54,,29336,True,apt,,suspected,1063579.0,mixed,"ERP,email,active_directory",42.86,cybersecurity_firm,3,2025,5,3,18,19,50600000.0,disclosed,,,,28434599.25,6512019.66,282087.43,46702494.52,38.42,38.14,1579581.0,S&P 500,8.098,False,28090154191.92,23.071,critical
2025-0305-002,80941524.21,US,44-45,,1017,False,ransomware,ddos,suspected,,,"SSO,active_directory,file_servers",38.68,sec_filing,1,2025,3,2,31,17,1067716.12,calculated,126099.15,,,992767.77,296204.8,,962918.08,,,,,,,,,low
2025-0906-001,661004750.27,US,62,,5073,False,apt,supply_chain,suspected,210761.0,PII,"SSO,customer_database,active_directory,payment_systems,backup_systems",4.49,company_pr,1,2025,9,5,31,38,36073887.94,estimated,,,,23408798.68,9110898.29,24451835.67,19951298.82,,,,,,,,,critical
2024-0310-001,64670227432.13,US,52,,155015,True,ransomware,,,125553.0,mixed,"SCADA,CRM,VPN",55.62,sec_filing,1,2024,3,6,32,18,32476026.05,disclosed,735137.29,616873.77,insurance claim record,34064591.21,7169316.26,,20828644.14,454.45,462.4,2588440.0,S&P 500 Financials,4.541,True,213151949688.88,24.893,critical
2025-0622-002,58837702.69,FR,61,,566,False,apt,,unknown,1000.0,PII,"CRM,SSO,VPN,active_directory",142.84,gdpr_notification,1,2025,6,6,32,23,19416441.89,estimated,,,,14973201.77,6537502.32,,,,,,,,,,,high
2022-0117-001,853690992.75,US,71,,4740,False,data_breach,,probable,5610.0,credentials,"HR_systems,cloud_infrastructure,manufacturing_OT,customer_database,backup_systems",,verified_media,4,2022,1,0,31,33,2547442.99,disclosed,,,,2697719.66,230631.16,,2224551.15,,,,,,,,,low
2022-0523-001,56368248.22,US,31-33,,196,True,ransomware,,,1000.0,financial,"manufacturing_OT,ERP,HR_systems",40.4,gdpr_notification,1,2022,5,0,4,14,15219427.02,disclosed,8294271.97,,,8825093.63,1419239.25,,5762401.94,,,,,,,,,high
2025-0518-001,155855636.72,AE,61,,1368,False,supply_chain,,,,,"customer_database,SSO,backup_systems,SCADA,VPN",248.29,verified_media,4,2025,5,6,64,20,2802539.45,calculated,,,,3084267.41,708296.6,,3691430.98,,,,,,,,,medium
2023-1213-001,1164871373.59,US,44-45,,6957,True,apt,,probable,69445.0,PII,"customer_database,cloud_infrastructure",42.7,sec_filing,1,2023,12,2,2,16,2206122.57,estimated,,,,845870.3,752957.14,,,15.9,15.34,587217.0,S&P 500 Consumer Discretionary,-17.619,False,2333507156.61,34.704,low
2024-0627-001,528264266.39,GB,62,,6274,False,phishing,,,83167.0,PII,"ERP,backup_systems,VPN,payment_systems",,gdpr_notification,1,2024,6,3,19,49,4749564.0,estimated,,,,5425314.02,1410296.71,136584.52,3179613.45,,,,,,,,,medium
2021-0424-002,1528013782.11,US,92,62,11754,False,malware,backdoor,confirmed,85998.0,PII,"CRM,email,customer_database,cloud_infrastructure",378.38,sec_filing,1,2021,4,5,7,65,14090849.96,estimated,,,,8281257.17,1050757.45,,13089861.75,,,,,,,,,high
2024-0426-002,1116294875.78,GB,71,52,4834,True,ransomware,,,48002.0,PII,file_servers,60.01,gdpr_notification,1,2024,4,4,2,17,18000000.0,estimated,75465.97,,,9965295.35,3090350.33,,19084876.65,13.84,12.96,488169.0,S&P 500 Communication Services,21.734,False,4388967966.58,25.876,high
